data,cidade,temperatura_media,temperatura_min,temperatura_max,choveu,precipitacao_mm,humidade_media,vento_kmh,fonte_api
2021-10-17,Porto,18.3,15.0,21.8,1,3.5,81,20.5,synthetic_weather_api_v1
2021-10-18,Porto,19.6,16.9,22.3,0,0.0,60,6.6,synthetic_weather_api_v1
2021-10-19,Porto,16.6,13.8,18.7,0,0.0,67,14.8,synthetic_weather_api_v1
2021-10-20,Porto,17.4,13.0,22.4,1,1.5,66,8.8,synthetic_weather_api_v1
2021-10-21,Porto,16.3,12.6,19.3,0,0.0,59,7.0,synthetic_weather_api_v1
2021-10-22,Porto,18.1,14.2,20.4,1,4.8,65,13.6,synthetic_weather_api_v1
2021-10-23,Porto,17.6,16.4,18.5,0,0.0,67,19.4,synthetic_weather_api_v1
2021-10-24,Porto,17.4,15.1,19.3,1,7.1,78,12.9,synthetic_weather_api_v1
2021-10-25,Porto,13.1,10.3,15.2,0,0.0,73,14.6,synthetic_weather_api_v1
2021-10-26,Porto,10.9,9.5,12.9,0,0.0,75,14.1,synthetic_weather_api_v1
2021-10-27,Porto,18.4,15.2,22.1,0,0.0,84,18.9,synthetic_weather_api_v1
2021-10-28,Porto,13.6,10.7,18.0,1,11.0,94,10.2,synthetic_weather_api_v1
2021-10-29,Porto,15.5,12.1,17.8,1,3.5,70,23.7,synthetic_weather_api_v1
2021-10-30,Porto,16.4,12.6,21.1,1,12.4,77,15.8,synthetic_weather_api_v1
2021-10-31,Porto,15.9,13.7,19.2,0,0.0,76,19.7,synthetic_weather_api_v1
2021-11-01,Porto,12.8,11.3,12.9,0,0.0,67,19.0,synthetic_weather_api_v1
2021-11-02,Porto,11.2,9.0,13.5,1,5.3,80,19.2,synthetic_weather_api_v1
2021-11-03,Porto,14.3,10.1,16.8,1,8.8,72,10.5,synthetic_weather_api_v1
2021-11-04,Porto,15.5,12.2,19.7,0,0.0,67,8.1,synthetic_weather_api_v1
2021-11-05,Porto,8.9,5.7,13.2,0,0.0,78,9.0,synthetic_weather_api_v1
2021-11-06,Porto,12.2,10.1,16.9,1,3.6,80,8.5,synthetic_weather_api_v1
2021-11-07,Porto,12.4,10.1,15.3,0,0.0,70,10.5,synthetic_weather_api_v1
2021-11-08,Porto,12.9,9.5,16.7,0,0.0,61,17.4,synthetic_weather_api_v1
2021-11-09,Porto,11.7,9.8,14.9,0,0.0,50,17.5,synthetic_weather_api_v1
2021-11-10,Porto,9.8,5.8,12.3,1,4.3,78,11.8,synthetic_weather_api_v1
2021-11-11,Porto,14.6,10.7,17.3,1,6.2,55,11.3,synthetic_weather_api_v1
2021-11-12,Porto,11.2,6.0,14.2,0,0.0,76,10.3,synthetic_weather_api_v1
2021-11-13,Porto,11.7,6.6,13.8,1,13.7,74,19.7,synthetic_weather_api_v1
2021-11-14,Porto,16.6,13.7,21.0,1,10.1,74,12.8,synthetic_weather_api_v1
2021-11-15,Porto,11.1,8.6,14.5,0,0.0,66,16.9,synthetic_weather_api_v1
2021-11-16,Porto,11.1,7.8,16.8,1,3.4,80,11.3,synthetic_weather_api_v1
2021-11-17,Porto,12.1,8.0,15.3,0,0.0,73,11.0,synthetic_weather_api_v1
2021-11-18,Porto,9.5,6.6,10.5,1,1.7,67,11.8,synthetic_weather_api_v1
2021-11-19,Porto,15.2,11.5,18.5,1,6.4,66,14.2,synthetic_weather_api_v1
2021-11-20,Porto,9.1,6.2,12.3,0,0.0,58,15.1,synthetic_weather_api_v1
2021-11-21,Porto,12.7,9.5,16.0,1,12.5,75,14.0,synthetic_weather_api_v1
2021-11-22,Porto,14.3,11.9,16.5,0,0.0,83,13.4,synthetic_weather_api_v1
2021-11-23,Porto,8.9,6.7,12.2,1,10.0,83,18.6,synthetic_weather_api_v1
2021-11-24,Porto,15.5,12.6,18.8,1,15.0,80,14.6,synthetic_weather_api_v1
2021-11-25,Porto,11.7,9.3,15.4,0,0.0,64,22.9,synthetic_weather_api_v1
2021-11-26,Porto,12.4,11.4,15.1,1,3.7,69,19.7,synthetic_weather_api_v1
2021-11-27,Porto,13.8,10.5,17.0,1,2.3,61,17.1,synthetic_weather_api_v1
2021-11-28,Porto,13.9,10.6,17.2,1,4.8,71,24.1,synthetic_weather_api_v1
2021-11-29,Porto,9.7,5.1,13.1,0,0.0,49,15.9,synthetic_weather_api_v1
2021-11-30,Porto,12.1,10.6,15.3,0,0.0,68,14.2,synthetic_weather_api_v1
2021-12-01,Porto,13.2,9.6,16.7,1,6.9,77,25.4,synthetic_weather_api_v1
2021-12-02,Porto,12.0,7.9,16.0,1,2.5,84,20.9,synthetic_weather_api_v1
2021-12-03,Porto,9.0,5.1,13.1,0,0.0,73,14.4,synthetic_weather_api_v1
2021-12-04,Porto,13.3,10.3,16.1,0,0.0,69,17.6,synthetic_weather_api_v1
2021-12-05,Porto,7.9,5.9,10.9,1,10.2,85,13.6,synthetic_weather_api_v1
2021-12-06,Porto,11.2,6.7,14.3,0,0.0,72,7.3,synthetic_weather_api_v1
2021-12-07,Porto,7.8,3.7,11.2,1,2.8,81,10.1,synthetic_weather_api_v1
2021-12-08,Porto,13.8,10.5,17.9,1,3.2,84,21.3,synthetic_weather_api_v1
2021-12-09,Porto,9.3,6.2,11.8,1,5.0,83,12.4,synthetic_weather_api_v1
2021-12-10,Porto,10.4,6.4,14.5,1,2.1,85,13.2,synthetic_weather_api_v1
2021-12-11,Porto,13.8,11.0,18.6,1,0.7,67,13.9,synthetic_weather_api_v1
2021-12-12,Porto,9.7,5.8,13.0,0,0.0,57,10.5,synthetic_weather_api_v1
2021-12-13,Porto,10.2,7.5,12.7,1,4.0,68,17.5,synthetic_weather_api_v1
2021-12-14,Porto,13.4,10.7,16.2,1,13.8,59,16.3,synthetic_weather_api_v1
2021-12-15,Porto,13.0,10.5,15.6,1,5.6,72,20.4,synthetic_weather_api_v1
2021-12-16,Porto,7.4,4.3,9.8,0,0.0,77,18.8,synthetic_weather_api_v1
2021-12-17,Porto,11.7,8.6,14.3,1,1.8,83,15.1,synthetic_weather_api_v1
2021-12-18,Porto,10.5,5.3,14.2,0,0.0,65,17.5,synthetic_weather_api_v1
2021-12-19,Porto,10.7,8.0,13.3,1,5.7,65,14.9,synthetic_weather_api_v1
2021-12-20,Porto,13.1,11.0,14.9,1,2.3,88,7.7,synthetic_weather_api_v1
2021-12-21,Porto,8.7,7.3,10.8,0,0.0,62,9.3,synthetic_weather_api_v1
2021-12-22,Porto,10.4,6.5,14.4,0,0.0,59,5.1,synthetic_weather_api_v1
2021-12-23,Porto,12.6,9.3,16.2,1,8.5,70,5.9,synthetic_weather_api_v1
2021-12-24,Porto,11.0,6.4,15.4,1,8.5,68,5.9,synthetic_weather_api_v1
2021-12-25,Porto,9.8,5.7,13.1,0,0.0,80,18.1,synthetic_weather_api_v1
2021-12-26,Porto,12.2,8.7,15.8,0,0.0,62,27.2,synthetic_weather_api_v1
2021-12-27,Porto,11.8,9.1,14.0,1,2.9,82,15.9,synthetic_weather_api_v1
2021-12-28,Porto,11.0,7.7,13.8,0,0.0,77,13.5,synthetic_weather_api_v1
2021-12-29,Porto,9.4,7.1,12.9,1,4.1,68,12.7,synthetic_weather_api_v1
2021-12-30,Porto,12.5,8.2,15.6,1,15.1,76,7.1,synthetic_weather_api_v1
2021-12-31,Porto,9.7,6.4,12.3,1,3.2,80,17.8,synthetic_weather_api_v1
2022-01-01,Porto,11.5,9.4,14.4,1,5.0,88,23.6,synthetic_weather_api_v1
2022-01-02,Porto,7.0,1.7,12.5,1,2.1,73,16.8,synthetic_weather_api_v1
2022-01-03,Porto,10.4,6.5,14.2,0,0.0,70,17.7,synthetic_weather_api_v1
2022-01-04,Porto,8.8,5.8,10.9,0,0.0,73,13.2,synthetic_weather_api_v1
2022-01-05,Porto,12.6,8.7,16.0,0,0.0,65,14.6,synthetic_weather_api_v1
2022-01-06,Porto,9.4,5.8,12.6,0,0.0,90,8.6,synthetic_weather_api_v1
2022-01-07,Porto,7.7,5.1,11.3,0,0.0,51,10.6,synthetic_weather_api_v1
2022-01-08,Porto,8.1,6.0,8.4,1,3.2,77,15.5,synthetic_weather_api_v1
2022-01-09,Porto,11.6,8.6,15.3,1,7.3,70,12.3,synthetic_weather_api_v1
2022-01-10,Porto,8.5,5.0,11.5,0,0.0,56,18.9,synthetic_weather_api_v1
2022-01-11,Porto,10.1,7.9,12.4,0,0.0,74,11.3,synthetic_weather_api_v1
2022-01-12,Porto,9.3,6.7,12.6,0,0.0,70,11.6,synthetic_weather_api_v1
2022-01-13,Porto,13.4,8.8,16.9,1,13.9,65,18.6,synthetic_weather_api_v1
2022-01-14,Porto,8.7,4.6,11.6,0,0.0,73,18.0,synthetic_weather_api_v1
2022-01-15,Porto,10.5,7.9,12.3,0,0.0,75,19.3,synthetic_weather_api_v1
2022-01-16,Porto,8.6,5.8,11.5,0,0.0,59,22.2,synthetic_weather_api_v1
2022-01-17,Porto,12.3,8.8,15.4,0,0.0,78,16.1,synthetic_weather_api_v1
2022-01-18,Porto,11.3,6.7,15.9,1,3.8,56,8.9,synthetic_weather_api_v1
2022-01-19,Porto,11.0,7.7,15.8,0,0.0,65,15.5,synthetic_weather_api_v1
2022-01-20,Porto,8.7,4.4,13.1,0,0.0,82,13.8,synthetic_weather_api_v1
2022-01-21,Porto,11.9,8.6,14.6,0,0.0,68,10.1,synthetic_weather_api_v1
2022-01-22,Porto,9.8,8.3,12.6,1,4.3,63,11.8,synthetic_weather_api_v1
2022-01-23,Porto,10.4,6.3,15.7,1,14.3,93,11.6,synthetic_weather_api_v1
2022-01-24,Porto,8.6,7.5,11.8,1,11.6,89,6.3,synthetic_weather_api_v1
2022-01-25,Porto,9.5,5.4,13.3,1,8.4,71,11.9,synthetic_weather_api_v1
2022-01-26,Porto,10.2,6.0,13.6,1,6.6,69,3.8,synthetic_weather_api_v1
2022-01-27,Porto,7.8,3.9,11.3,1,5.1,63,9.8,synthetic_weather_api_v1
2022-01-28,Porto,10.5,7.6,12.7,0,0.0,74,16.4,synthetic_weather_api_v1
2022-01-29,Porto,10.3,6.6,13.4,1,4.6,70,15.0,synthetic_weather_api_v1
2022-01-30,Porto,9.3,6.1,13.6,1,9.9,66,13.6,synthetic_weather_api_v1
2022-01-31,Porto,9.2,6.4,11.4,1,3.9,75,26.4,synthetic_weather_api_v1
2022-02-01,Porto,11.1,8.0,14.4,1,18.1,80,15.0,synthetic_weather_api_v1
2022-02-02,Porto,8.0,5.0,11.0,1,0.9,82,11.7,synthetic_weather_api_v1
2022-02-03,Porto,8.8,5.1,11.8,1,1.7,75,18.8,synthetic_weather_api_v1
2022-02-04,Porto,13.0,10.7,15.3,1,1.8,68,24.1,synthetic_weather_api_v1
2022-02-05,Porto,11.9,8.9,15.1,1,4.7,80,14.7,synthetic_weather_api_v1
2022-02-06,Porto,8.5,5.9,12.2,0,0.0,72,15.4,synthetic_weather_api_v1
2022-02-07,Porto,12.1,9.2,14.3,0,0.0,68,14.9,synthetic_weather_api_v1
2022-02-08,Porto,12.0,8.6,16.1,0,0.0,69,10.4,synthetic_weather_api_v1
2022-02-09,Porto,11.5,7.4,15.2,1,3.2,84,19.3,synthetic_weather_api_v1
2022-02-10,Porto,11.8,7.2,18.6,1,6.1,76,18.2,synthetic_weather_api_v1
2022-02-11,Porto,10.6,6.4,15.1,0,0.0,69,13.3,synthetic_weather_api_v1
2022-02-12,Porto,9.7,8.5,12.3,1,2.8,78,16.8,synthetic_weather_api_v1
2022-02-13,Porto,12.0,9.4,14.2,0,0.0,58,8.1,synthetic_weather_api_v1
2022-02-14,Porto,12.7,9.6,16.4,1,0.8,75,17.1,synthetic_weather_api_v1
2022-02-15,Porto,11.5,7.9,13.6,0,0.0,71,7.2,synthetic_weather_api_v1
2022-02-16,Porto,9.0,6.0,10.8,1,2.4,64,13.4,synthetic_weather_api_v1
2022-02-17,Porto,12.7,10.1,16.0,0,0.0,61,19.8,synthetic_weather_api_v1
2022-02-18,Porto,10.2,6.6,13.9,1,6.3,69,14.2,synthetic_weather_api_v1
2022-02-19,Porto,10.7,6.4,15.2,1,1.4,91,19.0,synthetic_weather_api_v1
2022-02-20,Porto,13.4,9.1,15.2,1,3.0,73,17.1,synthetic_weather_api_v1
2022-02-21,Porto,8.2,6.1,10.3,0,0.0,62,16.7,synthetic_weather_api_v1
2022-02-22,Porto,12.8,9.6,15.5,1,2.4,76,16.4,synthetic_weather_api_v1
2022-02-23,Porto,11.4,7.9,14.8,1,10.9,62,18.8,synthetic_weather_api_v1
2022-02-24,Porto,10.1,6.3,14.9,1,3.8,65,15.7,synthetic_weather_api_v1
2022-02-25,Porto,13.7,11.0,14.5,0,0.0,63,9.9,synthetic_weather_api_v1
2022-02-26,Porto,12.7,9.6,15.5,1,1.8,57,10.2,synthetic_weather_api_v1
2022-02-27,Porto,10.1,6.2,13.9,1,2.6,63,19.4,synthetic_weather_api_v1
2022-02-28,Porto,10.1,7.3,12.9,1,7.5,78,16.2,synthetic_weather_api_v1
2022-03-01,Porto,12.3,9.4,15.7,0,0.0,73,18.9,synthetic_weather_api_v1
2022-03-02,Porto,18.0,14.7,22.1,0,0.0,62,11.5,synthetic_weather_api_v1
2022-03-03,Porto,13.6,10.5,17.6,0,0.0,64,10.7,synthetic_weather_api_v1
2022-03-04,Porto,14.4,9.8,17.9,0,0.0,72,18.6,synthetic_weather_api_v1
2022-03-05,Porto,12.9,9.3,16.0,0,0.0,66,13.8,synthetic_weather_api_v1
2022-03-06,Porto,9.0,6.0,11.8,1,7.1,60,12.3,synthetic_weather_api_v1
2022-03-07,Porto,13.8,10.0,16.9,0,0.0,68,14.9,synthetic_weather_api_v1
2022-03-08,Porto,13.4,10.7,16.4,0,0.0,59,12.3,synthetic_weather_api_v1
2022-03-09,Porto,7.5,4.3,9.6,1,4.8,75,9.4,synthetic_weather_api_v1
2022-03-10,Porto,13.3,10.8,15.5,0,0.0,66,12.7,synthetic_weather_api_v1
2022-03-11,Porto,9.6,6.9,12.0,1,7.8,66,12.6,synthetic_weather_api_v1
2022-03-12,Porto,12.8,10.5,15.7,1,6.8,69,6.3,synthetic_weather_api_v1
2022-03-13,Porto,11.5,7.8,13.4,0,0.0,70,17.0,synthetic_weather_api_v1
2022-03-14,Porto,10.8,6.6,13.5,0,0.0,72,10.4,synthetic_weather_api_v1
2022-03-15,Porto,14.3,11.2,17.2,0,0.0,63,22.4,synthetic_weather_api_v1
2022-03-16,Porto,13.3,8.7,14.9,1,3.7,74,14.6,synthetic_weather_api_v1
2022-03-17,Porto,14.1,11.5,17.4,0,0.0,74,9.1,synthetic_weather_api_v1
2022-03-18,Porto,17.5,14.2,21.4,0,0.0,72,6.0,synthetic_weather_api_v1
2022-03-19,Porto,14.9,11.9,16.9,1,2.9,71,23.6,synthetic_weather_api_v1
2022-03-20,Porto,16.0,12.7,18.9,1,3.8,81,11.3,synthetic_weather_api_v1
2022-03-21,Porto,12.3,10.5,16.2,0,0.0,77,9.8,synthetic_weather_api_v1
2022-03-22,Porto,12.8,10.0,16.1,0,0.0,54,7.4,synthetic_weather_api_v1
2022-03-23,Porto,9.9,7.6,14.5,0,0.0,77,18.7,synthetic_weather_api_v1
2022-03-24,Porto,9.6,7.2,13.1,0,0.0,70,3.3,synthetic_weather_api_v1
2022-03-25,Porto,12.0,8.1,15.5,1,9.8,80,19.4,synthetic_weather_api_v1
2022-03-26,Porto,13.7,10.4,16.9,1,2.1,75,21.2,synthetic_weather_api_v1
2022-03-27,Porto,12.3,9.1,16.0,0,0.0,64,20.6,synthetic_weather_api_v1
2022-03-28,Porto,13.5,11.1,17.4,0,0.0,69,16.7,synthetic_weather_api_v1
2022-03-29,Porto,10.5,6.1,13.6,0,0.0,68,12.5,synthetic_weather_api_v1
2022-03-30,Porto,13.2,10.0,16.9,0,0.0,66,12.4,synthetic_weather_api_v1
2022-03-31,Porto,9.5,7.8,12.6,1,1.1,86,13.1,synthetic_weather_api_v1
2022-04-01,Porto,15.8,12.6,18.1,0,0.0,63,18.3,synthetic_weather_api_v1
2022-04-02,Porto,11.9,8.8,15.2,0,0.0,63,10.8,synthetic_weather_api_v1
2022-04-03,Porto,16.3,12.0,20.6,0,0.0,56,19.2,synthetic_weather_api_v1
2022-04-04,Porto,10.3,6.4,14.0,1,7.6,79,14.6,synthetic_weather_api_v1
2022-04-05,Porto,11.1,8.8,15.6,1,1.7,80,17.6,synthetic_weather_api_v1
2022-04-06,Porto,14.8,11.3,17.8,1,6.4,78,7.3,synthetic_weather_api_v1
2022-04-07,Porto,14.6,10.1,19.0,0,0.0,82,8.9,synthetic_weather_api_v1
2022-04-08,Porto,13.8,10.7,16.5,1,15.7,70,26.5,synthetic_weather_api_v1
2022-04-09,Porto,12.6,8.7,16.7,1,13.0,80,5.8,synthetic_weather_api_v1
2022-04-10,Porto,16.0,12.3,20.3,1,3.1,59,18.3,synthetic_weather_api_v1
2022-04-11,Porto,15.5,12.9,18.2,0,0.0,60,9.6,synthetic_weather_api_v1
2022-04-12,Porto,15.3,13.3,18.5,0,0.0,75,17.2,synthetic_weather_api_v1
2022-04-13,Porto,14.7,10.4,18.6,0,0.0,55,12.7,synthetic_weather_api_v1
2022-04-14,Porto,15.8,11.6,18.0,0,0.0,65,10.8,synthetic_weather_api_v1
2022-04-15,Porto,12.9,11.4,15.0,0,0.0,66,21.1,synthetic_weather_api_v1
2022-04-16,Porto,13.9,10.5,18.1,0,0.0,64,23.6,synthetic_weather_api_v1
2022-04-17,Porto,11.8,8.5,15.3,1,6.3,61,14.0,synthetic_weather_api_v1
2022-04-18,Porto,11.4,9.3,14.0,0,0.0,70,4.3,synthetic_weather_api_v1
2022-04-19,Porto,11.0,5.9,15.9,0,0.0,66,10.8,synthetic_weather_api_v1
2022-04-20,Porto,14.4,10.8,16.9,0,0.0,56,16.1,synthetic_weather_api_v1
2022-04-21,Porto,18.1,14.5,22.1,0,0.0,55,20.4,synthetic_weather_api_v1
2022-04-22,Porto,12.0,9.0,14.0,0,0.0,65,9.5,synthetic_weather_api_v1
2022-04-23,Porto,12.1,9.6,14.7,1,7.7,71,16.4,synthetic_weather_api_v1
2022-04-24,Porto,14.6,11.5,17.1,1,8.6,77,15.4,synthetic_weather_api_v1
2022-04-25,Porto,13.5,10.4,17.9,1,12.5,79,15.4,synthetic_weather_api_v1
2022-04-26,Porto,13.8,11.5,18.9,0,0.0,66,11.8,synthetic_weather_api_v1
2022-04-27,Porto,12.5,7.9,16.3,1,2.6,79,28.0,synthetic_weather_api_v1
2022-04-28,Porto,12.7,11.0,14.4,0,0.0,63,10.8,synthetic_weather_api_v1
2022-04-29,Porto,13.1,9.2,16.4,0,0.0,64,7.6,synthetic_weather_api_v1
2022-04-30,Porto,14.1,11.7,16.9,1,7.7,83,18.6,synthetic_weather_api_v1
2022-05-01,Porto,16.8,13.4,20.3,0,0.0,69,16.7,synthetic_weather_api_v1
2022-05-02,Porto,18.0,14.7,21.0,1,0.7,59,9.3,synthetic_weather_api_v1
2022-05-03,Porto,18.4,13.4,22.5,1,15.6,70,21.7,synthetic_weather_api_v1
2022-05-04,Porto,15.3,10.8,18.9,0,0.0,57,18.2,synthetic_weather_api_v1
2022-05-05,Porto,15.9,12.4,18.8,0,0.0,73,2.0,synthetic_weather_api_v1
2022-05-06,Porto,14.5,11.1,18.2,1,3.9,72,19.7,synthetic_weather_api_v1
2022-05-07,Porto,14.7,11.6,19.1,0,0.0,73,20.2,synthetic_weather_api_v1
2022-05-08,Porto,15.9,12.6,18.8,0,0.0,67,15.2,synthetic_weather_api_v1
2022-05-09,Porto,14.0,12.6,16.5,1,12.8,78,13.3,synthetic_weather_api_v1
2022-05-10,Porto,15.4,11.4,18.5,1,16.1,55,13.5,synthetic_weather_api_v1
2022-05-11,Porto,20.9,16.7,25.2,1,1.4,74,4.6,synthetic_weather_api_v1
2022-05-12,Porto,13.9,10.4,17.5,0,0.0,71,8.1,synthetic_weather_api_v1
2022-05-13,Porto,19.0,16.1,21.5,1,6.3,74,8.9,synthetic_weather_api_v1
2022-05-14,Porto,15.1,11.8,18.0,0,0.0,68,7.5,synthetic_weather_api_v1
2022-05-15,Porto,16.5,14.4,19.7,1,2.6,66,11.9,synthetic_weather_api_v1
2022-05-16,Porto,15.5,12.0,17.2,0,0.0,57,17.1,synthetic_weather_api_v1
2022-05-17,Porto,13.1,11.8,15.0,0,0.0,71,17.3,synthetic_weather_api_v1
2022-05-18,Porto,13.3,9.2,18.3,0,0.0,57,8.8,synthetic_weather_api_v1
2022-05-19,Porto,13.3,10.7,17.0,1,0.4,71,10.7,synthetic_weather_api_v1
2022-05-20,Porto,16.4,13.1,19.6,0,0.0,71,14.1,synthetic_weather_api_v1
2022-05-21,Porto,17.6,13.0,20.2,1,1.9,76,19.5,synthetic_weather_api_v1
2022-05-22,Porto,16.7,14.1,20.5,0,0.0,77,14.6,synthetic_weather_api_v1
2022-05-23,Porto,15.5,13.1,19.2,0,0.0,76,4.1,synthetic_weather_api_v1
2022-05-24,Porto,15.9,12.2,21.0,1,3.6,81,4.0,synthetic_weather_api_v1
2022-05-25,Porto,14.6,10.4,17.8,0,0.0,76,16.6,synthetic_weather_api_v1
2022-05-26,Porto,15.2,11.6,17.5,0,0.0,61,8.8,synthetic_weather_api_v1
2022-05-27,Porto,13.2,9.9,17.9,0,0.0,68,15.6,synthetic_weather_api_v1
2022-05-28,Porto,15.5,12.3,19.5,0,0.0,63,7.2,synthetic_weather_api_v1
2022-05-29,Porto,14.5,11.0,17.8,0,0.0,58,15.4,synthetic_weather_api_v1
2022-05-30,Porto,14.1,10.7,17.7,1,10.0,68,7.7,synthetic_weather_api_v1
2022-05-31,Porto,16.5,12.8,22.0,0,0.0,63,12.4,synthetic_weather_api_v1
2022-06-01,Porto,19.1,17.1,22.2,1,8.2,75,13.4,synthetic_weather_api_v1
2022-06-02,Porto,21.0,17.0,24.9,0,0.0,68,7.2,synthetic_weather_api_v1
2022-06-03,Porto,15.5,12.2,17.7,0,0.0,64,15.0,synthetic_weather_api_v1
2022-06-04,Porto,16.1,13.5,19.5,0,0.0,67,25.0,synthetic_weather_api_v1
2022-06-05,Porto,18.3,15.3,21.2,1,4.9,66,13.3,synthetic_weather_api_v1
2022-06-06,Porto,18.0,15.0,21.0,0,0.0,65,16.0,synthetic_weather_api_v1
2022-06-07,Porto,17.3,14.0,21.6,0,0.0,70,13.5,synthetic_weather_api_v1
2022-06-08,Porto,18.7,14.5,22.1,0,0.0,69,9.9,synthetic_weather_api_v1
2022-06-09,Porto,18.2,13.6,21.2,0,0.0,64,21.1,synthetic_weather_api_v1
2022-06-10,Porto,16.1,11.8,18.5,0,0.0,61,19.5,synthetic_weather_api_v1
2022-06-11,Porto,19.8,16.3,24.0,1,2.5,70,17.8,synthetic_weather_api_v1
2022-06-12,Porto,22.4,18.7,24.7,1,0.8,80,16.2,synthetic_weather_api_v1
2022-06-13,Porto,17.9,14.4,20.9,1,3.8,54,20.4,synthetic_weather_api_v1
2022-06-14,Porto,20.9,18.0,24.7,0,0.0,70,10.0,synthetic_weather_api_v1
2022-06-15,Porto,17.2,13.9,20.6,0,0.0,60,17.7,synthetic_weather_api_v1
2022-06-16,Porto,16.5,13.5,19.9,0,0.0,63,12.9,synthetic_weather_api_v1
2022-06-17,Porto,16.5,12.2,20.7,0,0.0,57,11.0,synthetic_weather_api_v1
2022-06-18,Porto,20.8,16.8,24.4,0,0.0,93,15.4,synthetic_weather_api_v1
2022-06-19,Porto,17.6,12.4,21.8,0,0.0,65,5.3,synthetic_weather_api_v1
2022-06-20,Porto,17.6,13.7,21.0,1,3.1,84,19.3,synthetic_weather_api_v1
2022-06-21,Porto,19.1,15.9,22.0,0,0.0,64,15.5,synthetic_weather_api_v1
2022-06-22,Porto,16.3,13.6,19.3,0,0.0,70,14.4,synthetic_weather_api_v1
2022-06-23,Porto,17.0,14.0,19.9,0,0.0,49,10.1,synthetic_weather_api_v1
2022-06-24,Porto,20.5,16.3,25.7,1,6.6,71,10.4,synthetic_weather_api_v1
2022-06-25,Porto,22.1,18.8,26.4,1,11.8,76,5.8,synthetic_weather_api_v1
2022-06-26,Porto,14.6,10.7,16.5,0,0.0,82,20.9,synthetic_weather_api_v1
2022-06-27,Porto,17.8,15.1,22.0,0,0.0,66,15.5,synthetic_weather_api_v1
2022-06-28,Porto,19.3,16.1,23.6,0,0.0,69,22.6,synthetic_weather_api_v1
2022-06-29,Porto,17.6,13.7,24.4,1,2.8,77,23.8,synthetic_weather_api_v1
2022-06-30,Porto,17.1,14.0,21.5,1,12.7,78,15.0,synthetic_weather_api_v1
2022-07-01,Porto,20.4,17.6,23.6,0,0.0,57,9.8,synthetic_weather_api_v1
2022-07-02,Porto,18.1,15.4,20.9,0,0.0,70,10.9,synthetic_weather_api_v1
2022-07-03,Porto,22.6,19.3,26.1,0,0.0,59,18.9,synthetic_weather_api_v1
2022-07-04,Porto,16.9,13.9,20.5,0,0.0,74,11.7,synthetic_weather_api_v1
2022-07-05,Porto,21.6,18.4,23.8,0,0.0,75,13.1,synthetic_weather_api_v1
2022-07-06,Porto,17.7,15.3,21.8,0,0.0,62,17.8,synthetic_weather_api_v1
2022-07-07,Porto,19.6,16.0,23.7,0,0.0,72,11.7,synthetic_weather_api_v1
2022-07-08,Porto,19.3,14.6,23.0,0,0.0,69,11.8,synthetic_weather_api_v1
2022-07-09,Porto,17.2,15.2,20.0,0,0.0,63,10.7,synthetic_weather_api_v1
2022-07-10,Porto,23.0,19.6,27.0,0,0.0,61,14.1,synthetic_weather_api_v1
2022-07-11,Porto,20.0,17.8,23.7,0,0.0,68,14.2,synthetic_weather_api_v1
2022-07-12,Porto,20.1,16.7,23.4,0,0.0,61,9.3,synthetic_weather_api_v1
2022-07-13,Porto,25.4,22.7,27.1,0,0.0,58,11.8,synthetic_weather_api_v1
2022-07-14,Porto,21.9,18.7,24.0,0,0.0,56,21.6,synthetic_weather_api_v1
2022-07-15,Porto,21.8,17.7,25.6,0,0.0,66,12.8,synthetic_weather_api_v1
2022-07-16,Porto,16.3,12.4,19.9,0,0.0,68,9.5,synthetic_weather_api_v1
2022-07-17,Porto,15.9,12.8,19.3,0,0.0,66,6.7,synthetic_weather_api_v1
2022-07-18,Porto,18.2,15.9,20.7,0,0.0,81,15.8,synthetic_weather_api_v1
2022-07-19,Porto,20.6,17.2,21.9,0,0.0,69,13.1,synthetic_weather_api_v1
2022-07-20,Porto,19.8,15.1,23.0,0,0.0,80,18.4,synthetic_weather_api_v1
2022-07-21,Porto,16.0,13.6,18.0,0,0.0,81,15.6,synthetic_weather_api_v1
2022-07-22,Porto,20.9,18.5,23.4,0,0.0,70,5.9,synthetic_weather_api_v1
2022-07-23,Porto,22.9,20.3,25.4,0,0.0,56,15.3,synthetic_weather_api_v1
2022-07-24,Porto,20.1,16.5,22.1,0,0.0,62,10.6,synthetic_weather_api_v1
2022-07-25,Porto,22.8,20.3,25.6,0,0.0,65,5.5,synthetic_weather_api_v1
2022-07-26,Porto,22.6,19.8,25.1,0,0.0,59,20.2,synthetic_weather_api_v1
2022-07-27,Porto,20.6,17.9,25.0,0,0.0,54,10.5,synthetic_weather_api_v1
2022-07-28,Porto,18.2,14.6,20.8,0,0.0,54,13.7,synthetic_weather_api_v1
2022-07-29,Porto,17.0,13.7,22.1,1,3.5,62,9.2,synthetic_weather_api_v1
2022-07-30,Porto,20.6,18.6,21.7,0,0.0,57,16.1,synthetic_weather_api_v1
2022-07-31,Porto,20.0,15.9,23.5,0,0.0,55,16.0,synthetic_weather_api_v1
2022-08-01,Porto,21.5,16.4,26.0,0,0.0,67,15.9,synthetic_weather_api_v1
2022-08-02,Porto,20.3,16.0,25.0,0,0.0,65,12.4,synthetic_weather_api_v1
